Komentar_Asli,Komentar_Labeling,Komentar_Bersih,Sentimen,Confidence_Score,Panjang_Karakter,Jumlah_Kata
"masih setia pakai A52s, gak tau kenapa ini HP nyaman banget jadi males beli HP baru,,","masih setia pakai A52s, gak tau kenapa ini HP nyaman banget jadi males beli HP baru,,",masih setia pakai a52s tidak tau kenapa handphone nyaman banget jadi males beli handphone baru,Positif,98.23,85,16
POCO X8 PRO LEBIH MENGGODA 😂,POCO X8 PRO LEBIH MENGGODA 😂,poco x8 pro lebih goda,Netral,95.5,28,6
Udh setahun pake a56 🫣,Udh setahun pake a56 🫣,tahun pake a56,Negatif,76.89,22,5
"tahun 2026 masih pake samsung a33 5g, dan itupun dipake harian sama ngegame","tahun 2026 masih pake samsung a33 5g, dan itupun dipake harian sama ngegame",tahun 2026 masih pake samsung a33 5g itu dipake hari sama ngegame,Netral,89.93,75,13
Masih gacor poco F7 bang,Masih gacor poco F7 bang,masih gacor poco f7,Netral,51.28,24,5
"Bang david, tlg agkt isu terkait hp samsung kelas midrange dn dibwhny ttg susah nangkep sinyal  dong.. Coba baca komen lbh teliti, jgn cmn gembar gemborin views  konten a5 series yg banyak.. Ini byk minus di A5 series yg hrusny ga ada di sekelas midrange merk terkemuka. 

Byk isu susah nangkep sinyal provider dan gps. Dn ini sya alami sndri juga di a55 saya.. Trutama saat mggunakan fitur navigasi GPS/google map, layar hp sya matikan krn sya taruh kantong, biasany sya dengerun suara navigasuny aja utk tau kpn hrus belok atau lurus.. Tp yg trjdi sering ad notif sinyal gps hilang yg sya ga pernah alamin di 2th sya pkai rednote 13 4G.. Ini hp midrange loh bang.. Kualitas user experience yg sya alami bner² mengcwkan aplgi sya bndingkan dg rednote 13 4g yg kelas entry level xiaomi, berasa jauh lbh menyenangkan di rednote 13 4g..  Plis gemborin mslh sinyal ini biar samsung denger. Krn suara kecil kita para user biasa ga kan didenger.. Cmn influencer sperti bang david yg bsa agkt isu ini, plis","Bang david, tlg agkt isu terkait hp samsung kelas midrange dn dibwhny ttg susah nangkep sinyal dong.. Coba baca komen lbh teliti, jgn cmn gembar gemborin views konten a5 series yg banyak.. Ini byk minus di A5 series yg hrusny ga ada di sekelas midrange merk terkemuka. Byk isu susah nangkep sinyal provider dan gps. Dn ini sya alami sndri juga di a55 saya.. Trutama saat mggunakan fitur navigasi GPS/google map, layar hp sya matikan krn sya taruh kantong, biasany sya dengerun suara navigasuny aja utk tau kpn hrus belok atau lurus.. Tp yg trjdi sering ad notif sinyal gps hilang yg sya ga pernah alamin di 2th sya pkai rednote 13 4G.. Ini hp midrange loh bang.. Kualitas user experience yg sya alami bner² mengcwkan aplgi sya bndingkan dg rednote 13 4g yg kelas entry level xiaomi, berasa jauh lbh menyenangkan di rednote 13 4g.. Plis gemborin mslh sinyal ini biar samsung denger. Krn suara kecil kita para user biasa ga kan didenger.. Cmn influencer sperti bang david yg bsa agkt isu ini, plis",david tlg agkt isu kait handphone samsung kelas midrange dn dibwhny ttg susah nangkep sinyal dong coba baca komen lbh teliti jgn cmn gembar gemborin views konten a5 series banyak byk minus a5 series hrusny tidak kelas midrange merk muka byk isu susah nangkep sinyal provider gps dn sya alami sndri juga a55 trutama saat mggunakan fitur navigasi gps google map layar handphone sya mati karena sya taruh kantong biasany sya dengerun suara navigasuny utk tau kpn hrus belok lurus trjdi sering ad notif sinyal gps hilang sya tidak pernah alamin 2th sya pkai rednote 13 4g handphone midrange loh kualitas user experience sya alami bner mengcwkan aplgi sya bndingkan dg rednote 13 4g kelas entry level xiaomi asa jauh lbh senang rednote 13 4g plis gemborin mslh sinyal samsung denger karena suara kecil para user biasa tidak kan didenger cmn influencer sperti david bsa agkt isu plis,Negatif,99.26,1000,175
nonton pakai A54 kumpul sini 😂,nonton pakai A54 kumpul sini 😂,nonton pakai a54 kumpul sini,Netral,93.07,30,6
siapa yang masih punya Samsugn Galaxy A55? cung angkat tangan~,siapa yang masih punya Samsugn Galaxy A55? cung angkat tangan~,siapa masih punya samsugn galaxy a55 cung angkat tangan,Negatif,62.98,62,10
"Terima kasih Samsung.. barisan user A5 khususnya A56 & A55 dimantapkan untuk saving money ditahun ini. 
tahu aja lagi gonjang ganjing duniawi. 😂wkwkwkwk",Terima kasih Samsung.. barisan user A5 khususnya A56 & A55 dimantapkan untuk saving money ditahun ini. tahu aja lagi gonjang ganjing duniawi. 😂wkwkwkwk,terima kasih samsung baris user a5 khusus a56 a55 mantap saving money tahun tahu lagi gonjang ganjing duniawi wkwkwkwk,Positif,74.83,152,23
"Ya biarin bang,, kan msh merasa diatas awan ga make otak,,,,, tp kan spt bb ato nokia,,,,.. pd hancur,,,, jgn dibahas spt itu,,,, liatin sj,...wkwkkwkw","Ya biarin bang,, kan msh merasa diatas awan ga make otak,,,,, tp kan spt bb ato nokia,,,,.. pd hancur,,,, jgn dibahas spt itu,,,, liatin sj,...wkwkkwkw",biarin kan msh rasa atas awan tidak make otak kan spt bb ato nokia pd hancur jgn bahas spt liatin sj wkwkkwkw,Negatif,99.5,151,25
"Rekomendasiin kamera Hp yg bagus buat nnton konser Kpop dong bang, antara Samsung sma ViVo bagus d Series aph ?","Rekomendasiin kamera Hp yg bagus buat nnton konser Kpop dong bang, antara Samsung sma ViVo bagus d Series aph ?",rekomendasiin kamera handphone bagus buat nnton konser kpop dong antara samsung sma vivo bagus series aph,Positif,79.51,111,20
Yg di jelaskan upgradenya 1-3 menit... Yg saya rasakan hanya tetesan air,Yg di jelaskan upgradenya 1-3 menit... Yg saya rasakan hanya tetesan air,jelas upgradenya menit rasa hanya tetes air,Negatif,98.26,72,12
Bang coba review tecno pova 7,Bang coba review tecno pova 7,coba review tecno pova,Negatif,69.39,29,6
Kecil banget om kertas catatan upgrade samsung A57 nya,Kecil banget om kertas catatan upgrade samsung A57 nya,kecil banget om kertas catat upgrade samsung a57,Negatif,99.6,54,9
Bangg review iqoo 15 ultra,Bangg review iqoo 15 ultra,bangg review iqoo 15 ultra,Negatif,48.46,26,5
Alhamdulillah gw pake S25 ultra 256gb inter harga 9jt masih sangat worth it bgt,Alhamdulillah gw pake S25 ultra 256gb inter harga 9jt masih sangat worth it bgt,alhamdulillah gw pake s25 ultra 256gb inter harga 9jt masih sangat bagus banget,Positif,99.41,79,14
Pengguna A54 hadir 😂,Pengguna A54 hadir 😂,guna a54 hadir,Netral,98.43,20,4
"sebagai kaum mendang mending, sekalian s25fe","sebagai kaum mendang mending, sekalian s25fe",bagai kaum dang mending sekali s25fe,Negatif,83.02,44,6
seri A5 sekarang udah hampir naik ke segmen Flagship wkwk,seri A5 sekarang udah hampir naik ke segmen Flagship wkwk,seri a5 sekarang hampir naik segmen flagship wkwk,Netral,90.68,57,10
Tim nonton review terus tanpa beli hihihi,Tim nonton review terus tanpa beli hihihi,tim nonton review terus tanpa beli hihihi,Netral,49.39,41,7
Mahal upgrade prosesor ampas,Mahal upgrade prosesor ampas,mahal upgrade prosesor ampas,Negatif,98.96,28,4
"Masih pakek hp kentang redmi note 9 di era gempuran hp baru yg selalu muncul

Selama masih bisa dipakek ya disyukuri aja lah",Masih pakek hp kentang redmi note 9 di era gempuran hp baru yg selalu muncul Selama masih bisa dipakek ya disyukuri aja lah,masih pakek handphone kentang redmi note era gempur handphone baru selalu muncul lama masih dipakek syukur lah,Positif,51.14,124,23
"Wlo boikot produk s negara rasis, ttp nyimak video bang david","Wlo boikot produk s negara rasis, ttp nyimak video bang david",wlo boikot produk negara ras ttp nyimak video david,Negatif,91.99,61,11
nonton video ini pake A55 kualitas 2160 p60 😅,nonton video ini pake A55 kualitas 2160 p60 😅,nonton video pake a55 kualitas 2160 p60,Negatif,81.58,45,9
user a55 nyimak.....,user a55 nyimak.....,user a55 nyimak,Netral,56.17,20,3
"Skip, tunggu tahun depan lagi","Skip, tunggu tahun depan lagi",skip tunggu tahun depan lagi,Negatif,76.98,29,5
"Klo untuk game dan kamera kayaknya lebih bagusan. Poco x8 pro, score antutu kancang ,harga lebih murah","Klo untuk game dan kamera kayaknya lebih bagusan. Poco x8 pro, score antutu kancang ,harga lebih murah",klo game kamera kayak lebih bagus poco x8 pro score antutu kancang harga lebih murah,Positif,99.63,102,17
Bodi lebih tipis dan berat lebih enteng tuh upgrade gak guna. 99% orang pasti pakai case yang bikin body nya jadi nambah tebel dan berat. Sama hape enteng menurut gw jadi berasa murah. Gw mau hape gw berat biar kerasa berbobot 😂,Bodi lebih tipis dan berat lebih enteng tuh upgrade gak guna. 99% orang pasti pakai case yang bikin body nya jadi nambah tebel dan berat. Sama hape enteng menurut gw jadi berasa murah. Gw mau hape gw berat biar kerasa berbobot 😂,bodi lebih tipis berat lebih enteng tuh upgrade tidak guna 99 orang pasti pakai case bikin body jadi nambah tebel berat sama hape enteng turut gw jadi asa murah gw mau hape gw berat rasa bobot,Positif,95.98,228,42
"Bg, rekomendasiin donk hp layar lengkung yg bagus","Bg, rekomendasiin donk hp layar lengkung yg bagus",bg rekomendasiin donk handphone layar lengkung bagus,Positif,43.51,49,8
"ah gw ganti ahhh, tapi pgn jual A55 gw dulu, gw jual 7,5 juta dahh ada yang mau? wakakakaa 😂😂","ah gw ganti ahhh, tapi pgn jual A55 gw dulu, gw jual 7,5 juta dahh ada yang mau? wakakakaa 😂😂",ah gw ganti ahhh pgn jual a55 gw dulu gw jual juta dahh mau wakakakaa,Negatif,98.7,93,20
Samsung tiap upgrade sistem jd banyak sampah+nambah aplikasi ga berguna,Samsung tiap upgrade sistem jd banyak sampah+nambah aplikasi ga berguna,samsung tiap upgrade sistem jd banyak sampah nambah aplikasi tidak guna,Negatif,99.81,71,10
A56 otw terjun harganya,A56 otw terjun harganya,a56 otw terjun harga,Netral,96.85,23,4
"bang, bikinin video list hp sesuai profesi dong: 
1. ojol (batere badak, layar di bawah sinar matahari masih terang, kena gerimis masih ok) 
2. karyawan kantoran ( batere kuat, kamera bagus, kirim file gede aman).
3. anak kuliah 
mudah2an di bikinin","bang, bikinin video list hp sesuai profesi dong: 1. ojol (batere badak, layar di bawah sinar matahari masih terang, kena gerimis masih ok) 2. karyawan kantoran ( batere kuat, kamera bagus, kirim file gede aman). 3. anak kuliah mudah2an di bikinin",bikinin video list handphone sesuai profesi dong ojol batere badak layar bawah sinar matahari masih terang kena gerimis masih ok karyawan kantor batere kuat kamera bagus kirim file gede aman anak kuliah mudah2an bikinin,Positif,70.8,249,41
Android 😂,Android 😂,android,Negatif,69.82,9,2
Kapokk pake samsul baru 2 tahun siap2 banyak garis pelangi wkwk,Kapokk pake samsul baru 2 tahun siap2 banyak garis pelangi wkwk,kapokk pake samsul baru tahun siap2 banyak garis pelangi wkwk,Negatif,66.84,63,11
"Berat di harga walaupun demi gengsi bos, ya mudah mudahan bisa ke beli 😅🤭","Berat di harga walaupun demi gengsi bos, ya mudah mudahan bisa ke beli 😅🤭",berat harga walaupun demi gengsi bos mudah mudah beli,Negatif,80.51,73,14
Mending samsung A57 apa S24 Basic?,Mending samsung A57 apa S24 Basic?,mending samsung a57 apa s24 basic,Negatif,87.02,34,6
Masih A73 2022,Masih A73 2022,masih a73 2022,Netral,83.85,14,3
"Samsung mantap, suka pantau review hp disini, jd pas waktunya ganti hp g salah pilih 😉","Samsung mantap, suka pantau review hp disini, jd pas waktunya ganti hp g salah pilih 😉",samsung mantap suka pantau review handphone sini jd pas waktu ganti handphone salah pilih,Positif,99.32,86,16
ditunggu review a37 bangg,ditunggu review a37 bangg,tunggu review a37 bangg,Netral,94.69,25,4
"10:27 izin jawab bg, alesannya a56 dan generasi sebelumnya itu patah pas switch antar lensa karena sistem kodingan kameranya (di sistem androidL itu beda dari a57 dan hp lain yg bisa seamless, gua pernah ngoding (make bahasa pemrograman dart kotlin) pas bikin aplikasi baru menyadari ini klo hp uppermid atau flagship itu bisa mulus karena klo di kodingan kita tinggal manggil ""zoom out"" jd gaada jeda dari main camera ke ultrawide, sedangkan klo kyk a56 itu setingan cameranya disimpen by camera id jadi klo main camnya mau pindah ke ultrawide/tele ya harus matiin lensa utamanya dulu dan sebaliknya, tp harusnya klo samsungnya mau ya bisa2 aja sih","10:27 izin jawab bg, alesannya a56 dan generasi sebelumnya itu patah pas switch antar lensa karena sistem kodingan kameranya (di sistem androidL itu beda dari a57 dan hp lain yg bisa seamless, gua pernah ngoding (make bahasa pemrograman dart kotlin) pas bikin aplikasi baru menyadari ini klo hp uppermid atau flagship itu bisa mulus karena klo di kodingan kita tinggal manggil ""zoom out"" jd gaada jeda dari main camera ke ultrawide, sedangkan klo kyk a56 itu setingan cameranya disimpen by camera id jadi klo main camnya mau pindah ke ultrawide/tele ya harus matiin lensa utamanya dulu dan sebaliknya, tp harusnya klo samsungnya mau ya bisa2 aja sih",10 27 izin jawab bg alesannya a56 generasi belum patah pas switch antar lensa karena sistem kodingan kamera sistem androidl beda a57 handphone lain seamless gua pernah ngoding make bahasa pemrograman dart kotlin pas bikin aplikasi baru sadar klo handphone uppermid flagship mulus karena klo kodingan tinggal manggil zoom out jd gaada jeda main camera ultrawide sedang klo kyk a56 ting cameranya disimpen by camera id jadi klo main cam mau pindah ultrawide tele harus matiin lensa utama dulu balik harus klo samsungnya mau bisa2 sih,Negatif,93.92,649,107
Ditunggu rumor a77,Ditunggu rumor a77,tunggu rumor a77,Netral,86.31,18,3
"gw sbgai konsumen hp pasar mid range, gw lebih tertarik dan lebih menjajikan vivo v70","gw sbgai konsumen hp pasar mid range, gw lebih tertarik dan lebih menjajikan vivo v70",gw sbgai konsumen handphone pasar mid range gw lebih tarik lebih menjajikan vivo v70,Positif,94.41,85,15
Harga 8 juta.. mending s24 fe atau nambah sejuta ke s25 fe dapet spek setara flagship..,Harga 8 juta.. mending s24 fe atau nambah sejuta ke s25 fe dapet spek setara flagship..,harga juta mending s24 fe nambah juta s25 fe dapet spesifikasi tara flagship,Negatif,68.07,87,16
Upgrade harga inimah 😂,Upgrade harga inimah 😂,upgrade harga inimah,Negatif,92.43,22,4
Hp panasss,Hp panasss,handphone panasss,Negatif,98.6,10,2
awas disemprot sama yang punya samsung 😂,awas disemprot sama yang punya samsung 😂,awas semprot sama punya samsung,Netral,82.01,40,7
"Minta saran dong guys, Tecno pova7 5G cocok buat gaming dan live streaming game ga yak? Lagi niat ngumpulin buat Tecno pova7 5G","Minta saran dong guys, Tecno pova7 5G cocok buat gaming dan live streaming game ga yak? Lagi niat ngumpulin buat Tecno pova7 5G",minta saran dong guys tecno pova7 5g cocok buat gaming live streaming game tidak yak lagi niat ngumpulin buat tecno pova7 5g,Positif,46.95,127,23
Hoaaammmzzzz,Hoaaammmzzzz,hoaaammmzzzz,Negatif,98.46,12,1
Hp ku samsung dri dulu thn 2005,Hp ku samsung dri dulu thn 2005,handphone ku samsung dri dulu thn 2005,Netral,94.87,31,7
"Udah kapok pakai sumsang 😂 dari hp nya dari tab nya . Mana kalo hp nya bermasalah servis center nya ribet lecet dikit aja lasung jadi pertanyaan ujung "" nya garasi di hanguskan 😂","Udah kapok pakai sumsang 😂 dari hp nya dari tab nya . Mana kalo hp nya bermasalah servis center nya ribet lecet dikit aja lasung jadi pertanyaan ujung "" nya garasi di hanguskan 😂",kapok pakai sumsang handphone tab mana handphone masalah servis center ribet lecet dikit lasung jadi tanya ujung garasi hangus,Negatif,99.89,178,34
Seri fe terakhir udah worth it,Seri fe terakhir udah worth it,seri fe akhir bagus,Positif,94.82,30,6
Nonton review A57 ini masih pake samsung J7 2016 dong.. lumayan bagus jg ya samsung a....... J7 2016 gw 😁,Nonton review A57 ini masih pake samsung J7 2016 dong.. lumayan bagus jg ya samsung a....... J7 2016 gw 😁,nonton review a57 masih pake samsung j7 2016 dong lumayan bagus juga samsung j7 2016 gw,Positif,98.72,105,20
A26 gmn bg,A26 gmn bg,a26 gmn bg,Negatif,90.03,10,3
"gapernah tertarik sama midrange Samsung kecuali flagshipnya, lebih suka midrange brand lain walau ada iklan selama masih wajar gapapa aku bukan pemuja ui tapi pemuja spek soalnya diharga segitu brand lain banyak jauh lebih bagus dan hasil performa kamera dan chipset juga banyak yang lebih bagus kalau kalangan midrange harus jadi kalangan mendang mending kalau bukan kalangan itu yah jadi pengguna flagship, pengguna Samsung dikibulin software update padahal cuma midrange jirr","gapernah tertarik sama midrange Samsung kecuali flagshipnya, lebih suka midrange brand lain walau ada iklan selama masih wajar gapapa aku bukan pemuja ui tapi pemuja spek soalnya diharga segitu brand lain banyak jauh lebih bagus dan hasil performa kamera dan chipset juga banyak yang lebih bagus kalau kalangan midrange harus jadi kalangan mendang mending kalau bukan kalangan itu yah jadi pengguna flagship, pengguna Samsung dikibulin software update padahal cuma midrange jirr",gapernah tarik sama midrange samsung kecuali flagshipnya lebih suka midrange brand lain walau iklan lama masih wajar gapapa aku bukan puja ui puja spesifikasi soal harga segitu brand lain banyak jauh lebih bagus hasil performa kamera chipset juga banyak lebih bagus kalang midrange harus jadi kalang dang mending bukan kalang yah jadi guna flagship guna samsung dikibulin software update padahal cuma midrange jirr,Negatif,58.59,478,71
Nonton ini pake x8Pro,Nonton ini pake x8Pro,nonton pake x8pro,Netral,95.48,21,4
Under 8jt minimal dapet hp comoact ukuran nya ya gaes yaa hahaa,Under 8jt minimal dapet hp comoact ukuran nya ya gaes yaa hahaa,under 8jt minimal dapet handphone comoact ukur gaes yaa hahaa,Netral,91.82,63,12
